TextName:Lat,Long,Location,Dialect,Genre,YoC,YoM,AuthName,AuthBD,AuthSex,AuthAge,RecName,RecBD,RecSex,RecAge,RecRelation,Words,OCWords,NamWords,ForWords,Types,OCTypes,NamTypes,ForTypes,Chars,OCChars,NamChars,ForChars,Tokens
CHAMBER_020:x,x,x,x,L,1610,1610,John_Chamberlain,1554,m,56,Ralph_Winwood,1563,m,47,x,991,256,42,11,431,203,32,11,7331,1464,238,60,38
CHAMBER_021:x,x,x,x,L,1611,1611,John_Chamberlain,1554,m,57,Ralph_Winwood,1563,m,48,x,680,157,19,32,321,133,17,30,4695,921,135,178,22
CHAMBER_022:x,x,x,x,l,1611,1611,John_Chamberlain,1554,m,57,Dudley_Carleton,1573,m,38,FRIEND,519,125,28,12,257,109,26,11,4222,721,194,83,21
CHAMBER_023:x,x,x,x,l,1612,1612,John_Chamberlain,1554,m,58,Dudley_Carleton,1573,m,39,FRIEND,1422,359,106,0,554,285,85,0,11457,2104,668,0,57
CHAMBER_024:x,x,x,x,l,1612,1612,John_Chamberlain,1554,m,58,Dudley_Carleton,1573,m,39,FRIEND,1216,307,65,15,467,244,48,15,9407,1799,374,77,45
CHAMBER_025:x,x,x,x,L,1612,1612,John_Chamberlain,1554,m,58,Ralph_Winwood,1563,m,49,x,1070,266,92,2,438,215,65,2,7676,1536,533,7,39
CHAMBER_026:x,x,x,x,L,1612,1612,John_Chamberlain,1554,m,58,Ralph_Winwood,1563,m,49,x,1694,405,96,19,592,308,73,18,12976,2391,582,94,72
CHAMBER_027:x,x,x,x,l,1612,1612,John_Chamberlain,1554,m,58,Dudley_Carleton,1573,m,39,FRIEND,1034,244,71,13,420,186,58,11,8538,1382,418,57,45
CHAMBER_028:x,x,x,x,L,1613,1613,John_Chamberlain,1554,m,59,Ralph_Winwood,1563,m,50,x,1778,489,94,8,635,355,75,8,12261,2918,561,54,58
CHAMBER_029:x,x,x,x,L,1613,1613,John_Chamberlain,1554,m,59,Ralph_Winwood,1563,m,50,x,1942,491,86,6,628,346,64,6,14283,2853,512,53,76
CHAMBER_030:x,x,x,x,L,1613,1613,John_Chamberlain,1554,m,59,Alice_Carleton,_,f,_,x,1289,333,81,0,468,250,54,0,9023,1981,482,0,45
CHAMBER_031:x,x,x,x,L,1613,1613,John_Chamberlain,1554,m,59,Ralph_Winwood,1563,m,50,x,1230,308,71,16,496,256,55,16,9112,1841,421,122,48
CHAMBER_032:x,x,x,x,L,1613,1613,John_Chamberlain,1554,m,59,Alice_Carleton,_,f,_,x,1978,536,62,0,614,344,55,0,14327,3084,396,0,74
CHAMBER_033:x,x,x,x,L,1613,1613,John_Chamberlain,1554,m,59,Ralph_Winwood,1563,m,50,x,1395,369,62,5,513,256,55,5,9719,2169,419,27,45
CHAMBER_034:x,x,x,x,L,1613,1613,John_Chamberlain,1554,m,59,Ralph_Winwood,1563,m,50,x,1104,280,58,4,461,225,49,4,7545,1630,389,14,35
CHAMBER_035:x,x,x,x,L,1613,1613,John_Chamberlain,1554,m,59,Ralph_Winwood,1563,m,50,x,2486,653,120,4,764,444,86,4,18115,3771,713,23,96
CHAMBER_036:x,x,x,x,l,1613,1613,John_Chamberlain,1554,m,59,Dudley_Carleton,1573,m,40,FRIEND,1199,289,70,9,465,234,57,9,10038,1759,440,39,52
CHAMBER_037:x,x,x,x,L,1613,1613,John_Chamberlain,1554,m,59,Ralph_Winwood,1563,m,50,x,1014,241,70,8,429,201,59,8,7604,1446,420,45,40
CHAMBER_038:x,x,x,x,L,1613,1613,John_Chamberlain,1554,m,59,Ralph_Winwood,1563,m,50,x,1346,338,60,14,495,249,53,14,9634,1959,359,78,49
CHAMBER_039:x,x,x,x,L,1613,1613,John_Chamberlain,1554,m,59,Alice_Carleton,_,f,_,x,1080,298,77,0,397,202,59,0,8890,1751,476,0,53
CHAMBER_040:x,x,x,x,l,1614,1614,John_Chamberlain,1554,m,60,Dudley_Carleton,1573,m,41,FRIEND,1516,380,61,13,557,289,53,13,12120,2242,381,69,61
CHAMBER_041:x,x,x,x,L,1614,1614,John_Chamberlain,1554,m,60,Alice_Carleton,_,f,_,x,535,130,61,0,245,104,47,0,4778,755,391,0,30
CHAMBER_042:x,x,x,x,L,1614,1614,John_Chamberlain,1554,m,60,Alice_Carleton,_,f,_,x,492,116,37,0,233,96,32,0,3624,676,251,0,19
CHAMBER_043:x,x,x,x,l,1614,1614,John_Chamberlain,1554,m,60,Dudley_Carleton,1573,m,41,FRIEND,1179,282,51,5,431,222,37,5,9265,1769,293,21,45
CHAMBER_044:x,x,x,x,L,1614,1614,John_Chamberlain,1554,m,60,Alice_Carleton,_,f,_,x,1049,224,71,0,357,174,52,0,9027,1250,485,0,59
CHAMBER_045:x,x,x,x,l,1614,1614,John_Chamberlain,1554,m,60,Dudley_Carleton,1573,m,41,FRIEND,873,225,56,3,378,187,45,3,6845,1458,345,16,32
CHAMBER_046:x,x,x,x,L,1615,1615,John_Chamberlain,1554,m,61,Alice_Carleton,_,f,_,x,877,203,26,0,319,157,24,0,6002,1123,170,0,32
CHAMBER_047:x,x,x,x,L,1615,1615,John_Chamberlain,1554,m,61,Alice_Carleton,_,f,_,x,1047,264,63,0,389,199,52,0,8288,1452,408,0,50
CHAMBER_048:x,x,x,x,L,1615,1615,John_Chamberlain,1554,m,61,Alice_Carleton,_,f,_,x,1210,308,59,0,423,221,42,0,8960,1761,343,0,50
CHAMBER_049:x,x,x,x,l,1615,1615,John_Chamberlain,1554,m,61,Dudley_Carleton,1573,m,42,FRIEND,1278,312,78,15,488,243,61,15,10478,1820,475,91,53
CHAMBER_050:x,x,x,x,l,1616,1616,John_Chamberlain,1554,m,62,Dudley_Carleton,1573,m,43,FRIEND,1396,335,94,8,508,245,68,8,10615,1963,541,38,50
CHAMBER_051:x,x,x,x,l,1616,1616,John_Chamberlain,1554,m,62,Dudley_Carleton,1573,m,43,FRIEND,1243,297,72,19,469,225,59,19,10474,1737,471,102,55
CHAMBER_052:x,x,x,x,l,1617,1617,John_Chamberlain,1554,m,63,Dudley_Carleton,1573,m,44,FRIEND,1190,317,74,3,464,235,61,3,8879,1881,502,16,40
CHAMBER_053:x,x,x,x,l,1617,1617,John_Chamberlain,1554,m,63,Dudley_Carleton,1573,m,44,FRIEND,2003,510,111,0,638,348,89,0,16720,2973,685,0,88
CHAMBER_054:x,x,x,x,l,1618,1618,John_Chamberlain,1554,m,64,Dudley_Carleton,1573,m,45,FRIEND,1249,325,81,6,485,251,55,6,9791,1948,479,38,47
CHAMBER_055:x,x,x,x,l,1618,1618,John_Chamberlain,1554,m,64,Dudley_Carleton,1573,m,45,FRIEND,843,212,43,2,352,173,35,2,6218,1234,276,18,29
CHAMBER_056:x,x,x,x,l,1618,1618,John_Chamberlain,1554,m,64,Dudley_Carleton,1573,m,45,FRIEND,913,234,40,3,371,190,34,3,7469,1335,264,16,39
CHAMBER_057:x,x,x,x,l,1619,1619,John_Chamberlain,1554,m,65,Dudley_Carleton,1573,m,46,FRIEND,1604,430,84,3,559,314,58,3,12454,2512,503,8,61
CHAMBER_058:x,x,x,x,l,1619,1619,John_Chamberlain,1554,m,65,Dudley_Carleton,1573,m,46,FRIEND,1509,379,104,10,531,273,77,8,11323,2234,678,49,52
CHAMBER_059:x,x,x,x,l,1619,1619,John_Chamberlain,1554,m,65,Dudley_Carleton,1573,m,46,FRIEND,1223,308,68,2,476,239,55,2,8993,1882,426,10,39
CHAMBER_060:x,x,x,x,l,1620,1620,John_Chamberlain,1554,m,66,Dudley_Carleton,1573,m,47,FRIEND,1273,314,76,0,464,242,55,0,10103,1876,485,0,50
CHAMBER_061:x,x,x,x,l,1620,1620,John_Chamberlain,1554,m,66,Dudley_Carleton,1573,m,47,FRIEND,653,174,32,3,315,154,24,3,4371,1045,187,13,17
CHAMBER_062:x,x,x,x,l,1621,1621,John_Chamberlain,1554,m,67,Dudley_Carleton,1573,m,48,FRIEND,1366,346,56,5,504,273,47,5,9832,2150,353,30,42
CHAMBER_063:x,x,x,x,l,1621,1621,John_Chamberlain,1554,m,67,Dudley_Carleton,1573,m,48,FRIEND,1170,309,89,8,472,238,61,8,8060,1809,537,36,32
CHAMBER_064:x,x,x,x,l,1621,1621,John_Chamberlain,1554,m,67,Dudley_Carleton,1573,m,48,FRIEND,789,174,57,4,341,145,51,4,6005,976,385,15,29
CHAMBER_065:x,x,x,x,l,1622,1622,John_Chamberlain,1554,m,68,Dudley_Carleton,1573,m,49,FRIEND,945,217,70,5,389,174,56,5,7143,1298,438,16,33
CHAMBER_066:x,x,x,x,l,1622,1622,John_Chamberlain,1554,m,68,Dudley_Carleton,1573,m,49,FRIEND,592,157,30,4,278,127,25,4,4184,905,200,25,18
CHAMBER_067:x,x,x,x,l,1623,1623,John_Chamberlain,1554,m,69,Dudley_Carleton,1573,m,50,FRIEND,1755,470,143,2,595,319,95,2,13221,2699,873,5,62
CHAMBER_068:x,x,x,x,l,1623,1623,John_Chamberlain,1554,m,69,Dudley_Carleton,1573,m,50,FRIEND,1521,372,73,3,519,265,60,3,11703,2195,467,20,56
CHAMBER_069:x,x,x,x,l,1624,1624,John_Chamberlain,1554,m,70,Dudley_Carleton,1573,m,51,FRIEND,1603,421,58,16,594,315,52,14,12335,2553,374,87,58
CHAMBER_070:x,x,x,x,l,1624,1624,John_Chamberlain,1554,m,70,Dudley_Carleton,1573,m,51,FRIEND,909,230,62,3,375,185,47,3,7774,1304,420,17,42
CHAMBER_071:x,x,x,x,l,1625,1625,John_Chamberlain,1554,m,71,Dudley_Carleton,1573,m,52,FRIEND,1032,236,98,5,402,189,68,5,8510,1378,594,29,44
CHAPLAIN:x,x,x,x,T,1506,1506,x,xxxx,m,xx,x,xxxx,x,xx,x,5396,1480,651,90,1404,707,368,61,23012,8282,4084,381,305
CHAPMAN:x,x,x,x,E,1774,1774,George_Chapman,1723,m,51,x,xxxx,x,xx,x,9359,2708,149,66,1848,1112,71,51,42363,17642,955,354,356
CHARLES1650:x,x,x,x,L,1656,1657,Charles_Stuart_II,1630,m,26,x,xxxx,x,xx,x,1044,280,23,1,365,201,20,1,4029,1651,141,1,34
CHARLES1670:x,x,x,x,L,1675,1679,Charles_Stuart_II,1630,m,45,Arthur_Capel,1631,m,44,dist_eql,1938,535,59,3,553,290,29,1,8584,3500,398,6,53
CHARLES_001:x,x,x,x,l,1657,1657,Charles_Stuart_Ii,1630,m,27,Henrietta_Maria_Stuart,1609,f,48,MOTHER,402,97,5,0,172,73,5,0,2813,594,27,0,11
CHARLES_002:x,x,x,x,L,1656,1656,Charles_Stuart_Ii,1630,m,26,Henry_Jermyn,1605,m,51,x,400,101,15,0,178,85,13,0,2628,543,86,0,13
CHARLES_003:x,x,x,x,L,1656,1656,Charles_Stuart_Ii,1630,m,26,Henry_Jermyn,1605,m,51,x,352,80,4,0,155,65,4,0,2330,498,28,0,11
CHARLES_004:x,x,x,x,L,1657,1657,Charles_Stuart_Ii,1630,m,27,Henry_Jermyn,1605,m,52,x,119,27,4,0,72,27,4,0,980,169,21,0,6
CHARLES_005:x,x,x,x,L,1660,1660,Charles_Stuart_Ii,1630,m,30,Henry_Jermyn,1605,m,55,x,195,47,7,0,102,46,7,0,1743,250,36,0,12
CHARLES_006:x,x,x,x,l,1634,1634,Charles_Stuart_I,1600,m,34,Elizabeth_Stuart,1596,f,38,SISTER,124,36,5,0,74,31,5,0,1021,215,30,0,5
CHARLES_007:x,x,x,x,L,1643,1643,Oliver_Cromwell,1599,m,44,Edmund_Bacon_&,_,m,_,x,1467,388,48,0,427,226,32,0,11721,2175,332,0,72
CHARLES_008:x,x,x,x,L,1669,1669,Charles_Stuart_Ii,1630,m,39,John_Maitland,_,m,_,x,164,43,5,0,96,39,4,0,1076,282,31,0,5
CHARLES_009:x,x,x,x,L,1678,1678,Nell[eleanor]_Gwynne,1650,f,28,Mr_Hyde,_,m,_,x,425,94,25,2,199,78,24,2,3742,490,127,11,29
CHATTON:x,x,x,x,l,1691,1692,Charles_Hatton,1635,m,56,x,xxxx,x,xx,x,1996,538,109,11,693,355,70,9,8282,3053,619,43,122
CHAU-SQT:x,x,x,x,Q,1390,1390,Geoffry_Chaucer,1343,m,47,x,xxxx,x,xx,x,3503,1123,55,0,999,656,39,0,13656,5934,368,0,199
CHAU-TRO:x,x,x,x,Q,1385,1385,Geoffry_Chaucer,1343,m,42,x,xxxx,x,xx,x,4022,1325,77,0,1136,722,32,0,15524,6733,463,0,230
CIBBER:x,x,x,x,A,1740,1740,Colley_Cibber,1671,m,69,x,xxxx,x,xx,x,10573,3036,234,28,2244,1424,106,27,45238,18536,1627,143,333
CLERK_001:x,x,x,x,L,1458,1458,Walter_Clerk,_,m,_,William_Wainfleet,1400,m,58,x,344,88,11,0,167,77,9,0,2205,556,54,0,9
CLERK_002:x,x,x,x,L,1458,1458,Walter_Clerk,_,m,_,Names_Unknown_18,_,m,_,x,605,137,31,5,242,107,21,5,4443,757,181,24,29
CLERK_003:x,x,x,x,L,1459,1459,Richard_Gryme,_,m,_,John_Ingoldesby,_,m,_,x,439,124,15,0,197,97,12,0,2436,671,99,0,11
CLERK_004:x,x,x,x,L,1471,1471,Robert_Ratclyf,_,m,_,John_Williams_1,_,m,_,x,177,41,17,0,101,36,14,0,1062,258,104,0,4
CLERK_005:x,x,x,x,L,1589,1589,Thomas_Fleming,1544,m,45,Peter_Stonor,_,m,_,x,182,43,13,0,107,35,12,0,1167,279,84,0,5
CLERK_006:x,x,x,x,L,1589,1589,Garratt_Swift,_,m,_,Peter_Stonor,_,m,_,x,360,87,19,0,172,74,13,0,2422,490,127,0,14
CLERK_007:x,x,x,x,L,1590,1590,Owyn_Hopton,_,m,_,Peter_Stonor,_,m,_,x,387,95,26,4,206,87,18,4,2456,665,173,14,10
CLERK_008:x,x,x,x,L,1590,1590,Edward_Hayes,_,m,_,Peter_Stonor,_,m,_,x,261,70,4,0,145,62,4,0,1892,428,30,0,12
CLERK_009:x,x,x,x,L,1590,1590,Michael_Leeman,_,m,_,Peter_Stonor,_,m,_,x,557,147,27,0,254,117,21,0,3321,975,162,0,12
CLERK_010:x,x,x,x,L,1590,1590,John_Thoms,_,m,_,Peter_Stonor,_,m,_,x,288,71,9,0,137,61,9,0,2093,379,53,0,15
CLERK_011:x,x,x,x,L,1590,1590,Francis_Cotton,_,m,_,Peter_Stonor,_,m,_,x,393,90,16,0,174,73,13,0,2543,544,80,0,14
CLERK_012:x,x,x,x,L,1590,1590,John_Williams_1,_,m,_,Peter_Stonor,_,m,_,x,275,77,11,0,132,60,11,0,2024,403,69,0,14
CLERK_013:x,x,x,x,L,1590,1590,John_Thoms,_,m,_,Peter_Stonor,_,m,_,x,273,63,20,0,140,59,17,0,2154,310,128,0,17
CLIFFO_001:x,x,x,x,L,1490,1490,Henry_Tudor_Vii,1457,m,_,Henry_Clifford_I,1454,m,_,x,324,83,9,4,156,71,9,2,2038,541,46,34,8
CLIFFO_002:x,x,x,x,L,1517,1517,Henry_Tudor_Viii,1491,m,26,Henry_Clifford_I,1454,m,63,x,410,108,10,0,217,93,10,0,2504,770,59,0,6
CLIFFO_003:x,x,x,x,L,1520,1520,Henry_Tudor_Viii,1491,m,29,Henry_Clifford_I,1454,m,66,x,472,125,6,0,181,90,5,0,2652,803,36,0,8
CLIFFO_004:x,x,x,x,L,1525,1525,Henry_Tudor_Viii,1491,m,34,Henry_Clifford_Ii,1493,m,32,x,222,62,19,0,120,51,15,0,1572,412,146,0,6
CLIFFO_005:x,x,x,x,L,1528,1528,Henry_Tudor_Viii,1491,m,37,Henry_Clifford_Ii,1493,m,35,x,277,55,33,0,139,49,20,0,1805,360,254,0,6
CLIFFO_006:x,x,x,x,L,1530,1530,Henry_Tudor_Viii,1491,m,39,Henry_Clifford_Ii,1493,m,37,x,204,49,11,0,111,42,11,0,1426,317,80,0,6
CLIFFO_007:x,x,x,x,L,1532,1532,Henry_Tudor_Viii,1491,m,41,Henry_Percy_Iii,1502,m,30,x,422,110,20,0,202,91,18,0,2429,705,156,0,7
CLIFFO_008:x,x,x,x,L,1532,1532,Henry_Tudor_Viii,1491,m,41,Thomas_Clifford,1493,m,39,x,228,58,9,0,123,52,9,0,1375,371,55,0,5
CLIFFO_009:x,x,x,x,L,1530,1530,Henry_Tudor_Viii,1491,m,_,Henry_Clifford_Ii,1493,m,_,x,392,115,19,0,171,83,16,0,2382,808,130,0,7
CLIFFO_010:x,x,x,x,L,1532,1532,Henry_Tudor_Viii,1491,m,41,Henry_Clifford_Ii,1493,m,39,x,272,82,13,0,148,66,13,0,1661,539,101,0,5
CLIFFO_011:x,x,x,x,L,1533,1533,Henry_Tudor_Viii,1491,m,42,Henry_Clifford_Ii,1493,m,40,x,346,91,9,0,164,77,9,0,1893,585,65,0,5
CLIFFO_012:x,x,x,x,L,1536,1536,Henry_Tudor_Viii,1491,m,45,Henry_Clifford_Ii,1493,m,43,x,469,137,5,0,221,112,5,0,2618,992,33,0,5
CLIFFO_013:x,x,x,x,L,1536,1536,Henry_Tudor_Viii,1491,m,45,Henry_Clifford_Ii,1493,m,43,x,368,94,14,0,186,80,14,0,2208,642,108,0,6
CLIFFO_014:x,x,x,x,L,1536,1536,Henry_Tudor_Viii,1491,m,45,Henry_Clifford_Ii,1493,m,43,x,791,204,19,0,332,162,18,0,4638,1394,141,0,12
CLIFFO_015:x,x,x,x,L,1536,1536,Henry_Tudor_Viii,1491,m,45,Henry_Clifford_Ii,1493,m,43,x,710,189,8,0,296,151,8,0,3666,1226,60,0,6
CLIFFO_016:x,x,x,x,L,1536,1536,Henry_Tudor_Viii,1491,m,45,Henry_Clifford_Ii,1493,m,43,x,330,86,11,1,155,69,11,1,2011,536,75,3,7
CLIFFO_017:x,x,x,x,L,1536,1536,Henry_Tudor_Viii,1491,m,45,Henry_Clifford_Ii,1493,m,43,x,516,134,14,0,231,116,13,0,3178,888,98,0,11
CLIFFO_018:x,x,x,x,L,1536,1536,Henry_Tudor_Viii,1491,m,45,Henry_Clifford_Ii,1493,m,43,x,319,87,14,0,157,77,13,0,2124,581,98,0,8
CLIFFO_019:x,x,x,x,L,1537,1537,Henry_Tudor_Viii,1491,m,46,Henry_Clifford_Ii,1493,m,44,x,1002,280,27,0,378,200,19,0,5218,1859,173,0,8
CLIFFO_020:x,x,x,x,L,1537,1537,Henry_Tudor_Viii,1491,m,46,Henry_Clifford_Ii,1493,m,44,x,153,40,11,0,87,31,11,0,1112,265,73,0,5
CLIFFO_021:x,x,x,x,L,1541,1541,Henry_Tudor_Viii,1491,m,50,Henry_Clifford_Ii,1493,m,48,x,322,87,9,0,156,70,9,0,1893,510,59,0,6
CLIFFO_022:x,x,x,x,L,1542,1542,Henry_Tudor_Viii,1491,m,51,Henry_Clifford_Iii,1517,m,25,x,220,62,13,0,114,49,13,0,1435,414,85,0,5
CLIFFO_023:x,x,x,x,L,1542,1542,Henry_Tudor_Viii,1491,m,51,Henry_Clifford_Iii,1517,m,25,x,391,106,8,0,174,86,8,0,2578,640,58,0,11
CLIFFO_024:x,x,x,x,l,1526,1526,Thomas_Clifford,1493,m,33,Henry_Clifford_Ii,1493,m,33,BROTHER,518,124,26,0,211,93,24,0,4694,743,167,0,24
CLIFFO_025:x,x,x,x,l,1527,1527,Thomas_Clifford,1493,m,34,Henry_Clifford_Ii,1493,m,34,BROTHER,490,117,17,0,202,88,12,0,3949,675,106,0,19
CLIFFO_026:x,x,x,x,l,1528,1528,Thomas_Clifford,1493,m,35,Henry_Clifford_Ii,1493,m,35,BROTHER,306,83,12,0,159,64,12,0,2252,489,83,0,9
CLIFFO_027:x,x,x,x,l,1531,1531,Thomas_Clifford,1493,m,38,Henry_Clifford_Ii,1493,m,38,BROTHER,317,77,19,0,145,58,11,0,2205,540,126,0,7
CLIFFO_028:x,x,x,x,l,1532,1532,Thomas_Clifford,1493,m,39,Henry_Clifford_Ii,1493,m,39,BROTHER,355,92,15,0,172,77,11,0,2057,545,95,0,6
CLIFFO_029:x,x,x,x,l,1532,1532,Thomas_Clifford,1493,m,39,Henry_Clifford_Ii,1493,m,39,BROTHER,291,79,12,0,150,64,11,0,1994,477,99,0,7
CLIFFO_030:x,x,x,x,l,1532,1532,Thomas_Clifford,1493,m,39,Henry_Clifford_Ii,1493,m,39,BROTHER,303,81,31,0,159,67,31,0,2520,403,215,0,12
CLIFFO_031:x,x,x,x,l,1533,1533,Thomas_Clifford,1493,m,40,Henry_Clifford_Ii,1493,m,40,BROTHER,489,119,14,0,194,88,14,0,3786,794,95,0,16
CLIFFO_032:x,x,x,x,l,1536,1536,Thomas_Clifford,1493,m,43,Henry_Clifford_Ii,1493,m,43,BROTHER,152,43,6,0,95,38,6,0,1217,278,46,0,5
CLIFFO_033:x,x,x,x,l,1530,1530,Thomas_Clifford,1493,m,_,Henry_Clifford_Ii,1493,m,_,BROTHER,471,136,20,0,213,104,18,0,2974,896,129,0,9
CLIFFO_034:x,x,x,x,l,1530,1530,Thomas_Clifford,1493,m,_,Henry_Clifford_Ii,1493,m,_,BROTHER,268,73,12,0,144,59,11,0,1767,532,73,0,5
CLIFFO_035:x,x,x,x,l,1537,1537,Henry_Clifford_Iii,1517,m,20,Henry_Clifford_Ii,1493,m,44,FATHER,207,50,8,0,119,47,8,0,1521,320,58,0,6
CLIFFO_036:x,x,x,x,l,1530,1530,Henry_Clifford_Iii,1517,m,_,Henry_Clifford_Ii,1493,m,_,FATHER,362,80,19,0,177,71,17,0,2511,485,126,0,10
CLIFFO_037:x,x,x,x,l,1523,1523,Henry_Percy_Ii,1478,m,45,Henry_Clifford_Ii,1493,m,30,SON_IN_LAW,434,103,15,0,170,73,15,0,3620,551,101,0,18
CLIFFO_038:x,x,x,x,l,1523,1523,Henry_Percy_Ii,1478,m,45,Henry_Clifford_Ii,1493,m,30,SON_IN_LAW,589,145,31,0,219,94,25,0,5249,761,204,0,27
CLIFFO_039:x,x,x,x,l,1523,1523,Henry_Percy_Ii,1478,m,45,Henry_Clifford_Ii,1493,m,30,SON_IN_LAW,798,189,21,0,277,132,19,0,6242,1088,160,0,28
CLIFFO_040:x,x,x,x,l,1527,1527,Henry_Percy_Ii,1478,m,49,Henry_Clifford_Ii,1493,m,34,SON_IN_LAW,265,62,6,0,118,45,6,0,2234,389,52,0,10
CLIFFO_041:x,x,x,x,l,1524,1524,Henry_Percy_Iii,1502,m,22,Henry_Clifford_Ii,1493,m,31,BROTHER_IN_LAW,285,67,11,0,134,54,11,0,2502,374,64,0,12
CLIFFO_042:x,x,x,x,l,1527,1527,Henry_Percy_Iii,1502,m,25,Catherine_Percy,_,f,_,MOTHER,168,43,6,0,106,37,6,0,1184,221,46,0,5
CLIFFO_043:x,x,x,x,l,1532,1532,Henry_Percy_Iii,1502,m,30,Henry_Clifford_Ii,1493,m,39,BROTHER_IN_LAW,513,125,28,0,227,104,25,0,4231,749,228,0,17
CLIFFO_044:x,x,x,x,l,1530,1530,Henry_Percy_Iii,1502,m,28,Henry_Clifford_Ii,1493,m,37,BROTHER_IN_LAW,568,146,10,0,211,98,10,0,4187,821,81,0,17
CLIFFO_045:x,x,x,x,l,1532,1532,Henry_Percy_Iii,1502,m,30,Margaret_Clifford[n.percy],_,f,_,SISTER,115,24,7,0,66,22,7,0,1132,152,54,0,6
CLIFFO_046:x,x,x,x,l,1532,1532,Henry_Percy_Iii,1502,m,30,Margaret_Clifford[n.percy],_,f,_,SISTER,102,20,7,0,74,17,7,0,793,109,47,0,3
CLIFFO_047:x,x,x,x,l,1535,1535,Charles_Brandon,1484,m,51,Henry_Clifford_Ii,1493,m,42,KIN,324,81,7,0,133,59,5,0,2331,443,36,0,12
CLIFFO_048:x,x,x,x,l,1536,1536,Charles_Brandon,1484,m,52,Henry_Clifford_Ii,1493,m,43,KIN,141,34,6,0,81,28,6,0,1093,186,41,0,6
CLIFFO_049:x,x,x,x,l,1536,1536,Charles_Brandon,1484,m,52,Henry_Clifford_Ii,1493,m,43,KIN,309,79,12,0,151,59,11,0,2019,456,77,0,8
CLIFFO_050:x,x,x,x,l,1530,1530,Charles_Brandon,1484,m,_,Henry_Clifford_Ii,1493,m,_,KIN,216,44,11,0,106,34,11,0,1788,257,83,0,10
CLIFFO_051:x,x,x,x,l,1539,1539,Charles_Brandon,1484,m,55,Henry_Clifford_Ii,1493,m,46,KIN,194,53,7,0,100,42,7,0,1452,329,47,0,7
CLIFFO_052:x,x,x,x,l,1540,1540,Charles_Brandon,1484,m,56,Henry_Clifford_Ii,1493,m,47,KIN,234,52,7,0,109,40,7,0,1930,291,53,0,11
CLIFFO_053:x,x,x,x,l,1530,1530,Charles_Brandon,1484,m,_,Henry_Clifford_Ii,1493,m,_,KIN,165,41,8,0,86,32,8,0,1298,215,61,0,7
CLIFFO_054:x,x,x,x,l,1530,1530,Charles_Brandon,1484,m,_,Henry_Clifford_Ii,1493,m,_,KIN,151,31,10,0,84,25,10,0,1159,173,66,0,6
CLIFFO_055:x,x,x,x,l,1530,1530,Charles_Brandon,1484,m,_,Henry_Clifford_Ii,1493,m,_,KIN,117,24,9,0,75,20,9,0,923,119,64,0,5
CLIFFO_056:x,x,x,x,L,1537,1537,Thomas_Howard_Ii,1473,m,64,Henry_Clifford_Ii,1493,m,44,x,252,63,8,0,131,52,7,0,1474,400,54,0,5
CLIFFO_057:x,x,x,x,L,1537,1537,Thomas_Howard_Ii,1473,m,64,Henry_Clifford_Ii,1493,m,44,x,250,58,11,0,135,50,10,0,1742,357,81,0,8
CLIFFO_058:x,x,x,x,L,1537,1537,Thomas_Howard_Ii,1473,m,64,Henry_Clifford_Ii,1493,m,44,x,235,55,10,0,117,48,10,0,1649,309,71,0,9
CLIFFO_059:x,x,x,x,L,1537,1537,Thomas_Howard_Ii,1473,m,64,Henry_Clifford_Ii,1493,m,44,x,247,56,14,0,130,46,14,0,1581,372,82,0,6
CLIFFO_060:x,x,x,x,L,1532,1532,Thomas_Wharton,1495,m,37,Henry_Clifford_Ii,1493,m,39,x,435,119,18,0,184,78,14,0,3102,808,134,0,14
CLIFFO_061:x,x,x,x,L,1532,1532,Thomas_Wharton,1495,m,37,Henry_Clifford_Ii,1493,m,39,x,589,158,28,0,226,105,23,0,4916,915,188,0,28
CLIFFO_062:x,x,x,x,L,1533,1533,Thomas_Wharton,1495,m,38,Henry_Clifford_Ii,1493,m,40,x,682,189,35,0,285,139,24,0,4980,1125,222,0,24
CLIFFO_063:x,x,x,x,L,1533,1533,Thomas_Wharton,1495,m,38,Henry_Clifford_Ii,1493,m,40,x,575,157,21,0,218,104,19,0,5020,843,146,0,30
CLIFFO_064:x,x,x,x,L,1534,1534,Thomas_Wharton,1495,m,39,Henry_Clifford_Ii,1493,m,41,x,596,155,18,0,252,120,18,0,4985,960,128,0,27
CLIFFO_065:x,x,x,x,L,1530,1530,Thomas_Wharton,1495,m,_,Henry_Clifford_Ii,1493,m,_,x,262,57,16,0,130,49,15,0,2115,388,114,0,12
CLIFFO_066:x,x,x,x,L,1520,1520,Roger_Bellingham,_,m,_,Henry_Clifford_Ii,1493,m,_,x,262,52,18,0,124,40,13,0,2066,300,118,0,12
CLIFFO_067:x,x,x,x,L,1545,1545,William_Butts,_,m,_,Henry_Clifford_Ii[or_Henry_Clifford_Iii],1493,m,52,x,600,186,8,1,241,134,8,1,4824,1041,48,5,23
CLIFFO_068:x,x,x,x,L,1568,1568,James_Calfhill,1530,m,38,Henry_Clifford_Iii,1517,m,51,x,509,144,11,0,206,102,11,0,3354,762,64,0,16
CLIFFO_069:x,x,x,x,L,1536,1536,Reynold_Carnaby,_,m,_,Henry_Clifford_Ii,1493,m,43,x,365,93,19,0,171,65,17,0,2411,500,147,0,11
